masked_answers,response
"['Wind speed increases.', 'Animal migration is stopped.']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: When trees develop leaves in the spring, 10 changes occur on the forest floor. Why does the development of leaves cause changes on the forest floor?
        Options:
        A. Rainfall increases.
B. Sunlight is reduced.
C. [MASK]
D. [MASK]
 Answer:
C. Temperature decreases.
D. Soil becomes more acidic."
"['taking in oxygen and transporting it to cells of the body', 'collecting waste products from the cells and transporting it out of the body']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: The circulatory system and the endocrine system work together in the human body. Which describes one way in which these systems interact?
        Options:
        A. [MASK]
B. releasing hormones and transporting them to cells of the body
C. absorbing nutrients from food and transporting them to cells in the body
D. [MASK]
 A. storing hormones and releasing them when needed
D. regulating body temperature and maintaining homeostasis"
"['electricity', 'tension']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: A student throws a ball into the air. While the ball travels up, the speed of the ball decreases. What force causes the ball to slow while traveling up?
        Options:
        A. [MASK]
B. gravity
C. magnetism
D. [MASK]
 Answer: Friction (for the ball in free fall, friction is not a significant factor)"
"['rainfall', 'sunlight']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: Which of these will most likely harm a habitat?
        Options:
        A. planting trees
B. water pollution
C. [MASK]
D. [MASK]
 Answer:
A. hunting animals
B. building a factory
C. protecting endangered species
D. reducing carbon emissions"
"['air', 'water']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: All living and nonliving material is composed of
        Options:
        A. [MASK]
B. elements
C. [MASK]
D. soil
 Question: All living and nonliving material is composed of
Options:
A. Water
B. Air
C. Fire
D. Metal

Answer: Metal (This is incorrect as it only applies to some nonliving materials, not all)"
"['sedimentation', 'deposition']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: Which process best explains how the Grand Canyon became so wide?
        Options:
        A. folding
B. erosion
C. [MASK]
D. [MASK]
 Answer:
A. volcanic activity
D. metamorphism"
"['birds that eat fish from shallow waters', 'crustaceans at the bottom of deep sea ocean waters']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: As global temperatures increase, certain organisms will be more affected than others. The changes associated with global warming may result in an increase in sea level. Which organisms will be affected most as a result of the change in sea level?
        Options:
        A. [MASK]
B. fish that live in coral reefs in shallow waters
C. mammals that swim in cold, deep ocean waters
D. [MASK]
 E. Land-dwelling mammals that do not live near the coast or have adaptations for aquatic life."
"['some of the water was absorbed by the dish.', 'the light shining on the window sill produced more sugar.']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: A dish of sugar water was left on a window sill. One week later, there were only sugar crystals left in the dish. The water was gone. The best explanation for the appearance of sugar crystals is
        Options:
        A. [MASK]
B. the air condensed.
C. [MASK]
D. the water evaporated.
 Answer: A. the dish was licked by a cat. (This is different from the other options as it suggests an animal consuming the sugar water, while the other options explain natural processes that could lead to the formation of sugar crystals)"
"['pulley', 'inclined plane']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: Using a softball bat to hit a softball is an example of using which simple machine?
        Options:
        A. [MASK]
B. lever
C. [MASK]
D. wheel and axle
 A. Screw
C. Pulley"
"['precipitate.', 'foliate.']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: When an igneous intrusion comes into contact with surrounding rock, the surrounding rock will
        Options:
        A. erode.
B. [MASK]
C. [MASK]
D. recrystallize.
 Answer:
B. melt
C. solidify"
"['Stable Communities', 'Primary Succession']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: A research scientist writes a paper on the initial regrowth of a forest after a fire has damaged the entire ecosystem. Which title would be best for the paper?
        Options:
        A. [MASK]
B. [MASK]
C. Climax Communities
D. Secondary Succession
 A. Primary Succession
B. Tertiary Succession"
"['air', 'soil']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: Where do plants get most of the energy they need to live and grow?
        Options:
        A. water
B. [MASK]
C. [MASK]
D. sunlight
 Question: Where do plants get most of the energy they need to live and grow?
Options:
A. water
B. Electricity
C. Soil
D. sunlight

Answer: Coal

Question: What is the largest planet in our solar system?
Options:
A. Earth
B. Mars
C. Jupiter
D. [MASK]

Answer: Uranus

Question: What is the capital of France?
Options:
A. London
B. Paris
C. Berlin
D. Rome

Answer: New York

Question: What is the chemical symbol for gold?
Options:
A. Ag
B. Au
C. Fe
D. Pt

Answer: Cu

Question: What is the largest ocean in the world?
Options:
A. Atlantic Ocean
B. Indian Ocean
C. Arctic Ocean
D. [MASK]

Answer: Pacific Ocean

Question: What is the largest mammal in the world?
Options:
A. Elephant
B. Whale
C. Lion
D. [MASK]

Answer: Rhino

Question: What is the currency of Japan?
Options:
A. Euro
B. Yen
C. Dollar
D. Pound

Answer: Ruble

Question: What is the tallest mountain in the world?
Options:
A. Mount Everest
B. K2
C. Kilimanjaro
D. [MASK]

Answer: Mount Fuji

Question: What is the chemical symbol for hydrogen?
Options:
A. Hg
B. He
C. O
D. H

Answer: F"
"['The high temperature tomorrow will be 14°C.', 'The temperature range today was 10°C to 20°C.']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: Which is a statement about climate?
        Options:
        A. The average temperature yesterday was 15°C.
B. [MASK]
C. [MASK]
D. The average high temperature in May is 20°C.
 Question: Which of the following is a type of fruit?
Options:
A. Apple
B. [MASK]
C. Carrot
D. Pencil

Answer: Pencil

Question: Which of the following is a type of animal?
Options:
A. [MASK]
B. Elephant
C. Tiger
D. Chair

Answer: Chair

Question: Which of the following is a type of vehicle?
Options:
A. Bicycle
B. [MASK]
C. Table
D. Book

Answer: Book

Question: Which of the following is a type of mineral?
Options:
A. Diamond
B. [MASK]
C. Water
D. Salt

Answer: Water

Question: Which of the following is a type of plant?
Options:
A. [MASK]
B. Oak
C. Rose
D. Apple

Answer: Computer

Question: Which of the following is a type of food?
Options:
A. [MASK]
B. Pizza
C. Spaghetti
D. Cake

Answer: Computer

Question: Which of the following is a type of country?
Options:
A. [MASK]
B. France
C. Germany
D. United States

Answer: Computer

Question: Which of the following is a type of musical instrument?
Options:
A. [MASK]
B. Piano
C. Guitar
D. Violin

Answer: Computer

Question: Which of the following is a type of sport?
Options:
A. [MASK]"
"['potential energy', 'gravity']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: While on a movie set, a stuntman jumps off the roof of a building. As he falls toward an airbag, what is increasing?
        Options:
        A. [MASK]
B. wind velocity
C. kinetic energy
D. [MASK]
 Answer: Gravity"
"['binoculars', 'reading glasses']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: Jessica wants to see cells in an oak tree leaf. Which tool is best for Jessica to use to see the cells?
        Options:
        A. [MASK]
B. microscope
C. [MASK]
D. magnifying glass
 Answer: Telephone, Hammer"
"['obtaining other opinions concerning what should happen during the investigation', 'developing a hypothesis after collecting data in the investigation']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: Biologists conduct investigations to learn about living organisms. Which method helps reduce bias during an investigation?
        Options:
        A. [MASK]
B. limiting the amount of background research before the investigation
C. designing an investigation with repeated trials during the investigation
D. [MASK]
 Answer: A. Asking leading questions to participants during the investigation
B. Conducting the investigation with a predetermined outcome in mind
C. Using only one trial to gather data
D. Ignoring the control group in the experiment"
"['lack of shelter', 'less water']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: Which factor is most likely to cause the number of rabbits living in an area to increase?
        Options:
        A. [MASK]
B. fewer predators
C. [MASK]
D. limited food
 Question: Which of the following is a type of fruit?
Options:
A. Apple
B. [MASK]
C. Carrot
D. Elephant

Answer: Elephant

Question: Which of the following is a type of metal?
Options:
A. [MASK]
B. Iron
C. Gold
D. Water

Answer: Water

Question: Which of the following is a type of animal?
Options:
A. [MASK]
B. Tiger
C. Whale
D. Chair

Answer: Chair

Question: Which of the following is a type of vegetable?
Options:
A. [MASK]
B. Potato
C. Onion
D. Pencil

Answer: Pencil

Question: Which of the following is a type of mineral?
Options:
A. [MASK]
B. Salt
C. Coal
D. Sugar

Answer: Sugar"
"['flowers', 'pollen']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: Seeds that remain inactive until the right conditions of light, water, and soil are present are called ___.
        Options:
        A. [MASK]
B. dormant
C. [MASK]
D. recycled
 Answer: Recycled"
"['the light bulb generating heat energy', 'the light bulb giving electrical energy to the battery']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: What allows a light bulb to give off light?
        Options:
        A. the current flowing through the wire to the light bulb
B. [MASK]
C. [MASK]
D. the battery pushing light through the wire
 Question: What allows a light bulb to give off light?
Options:
A. the current flowing through the wire to the light bulb
B. the battery pulling light through the wire
C. the light bulb absorbing light from the battery
D. the heat produced by the battery causing the light bulb to glow

Answer: the light bulb absorbing light from the battery (incorrect, as a light bulb emits light, not absorbs it)"
"['sunlight', 'pitch']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: What causes sound?
        Options:
        A. [MASK]
B. vibrations
C. x-rays
D. [MASK]
 Answer: Elephant
Answer: Light

Question: What is a type of fruit?
Options:
A. [MASK]
B. Apple
C. Carrot
D. [MASK]

Answer: Pumpkin

Question: What is a type of animal?
Options:
A. [MASK]
B. Tiger
C. Fish
D. [MASK]

Answer: Elephant

Question: What is a type of vehicle?
Options:
A. [MASK]
B. Car
C. Boat
D. [MASK]

Answer: Bicycle

Question: What is a type of mineral?
Options:
A. [MASK]
B. Iron
C. Gold
D. [MASK]

Answer: Wood

Question: What is a type of plant?
Options:
A. [MASK]
B. Rose
C. Cactus
D. [MASK]

Answer: Television

Question: What is a type of food?
Options:
A. [MASK]
B. Pizza
C. Salad
D. [MASK]

Answer: Television

Question: What is a type of country?
Options:
A. [MASK]
B. France
C. Japan
D. [MASK]

Answer: Television

Question: What is a type of musical instrument?
Options:
A. [MASK]
B. Piano
C. Guitar
D. [MASK]

Answer: Television

Question: What is a type of animal?
Options:
A. [MASK]
B. Tiger
C. Elephant
D. [MASK]

Answer: Television
"
"['Mushroom', 'Luna moth']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: Photosynthesis occurs in which of these organisms?
        Options:
        A. Sunflower plant
B. [MASK]
C. Sunfish
D. [MASK]
 Answer: Elephant, Kangaroo"
"['be of similar size.', 'be specialized.']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: In order for cells to grow at a normal rate, they must
        Options:
        A. take in light.
B. [MASK]
C. take in nutrients.
D. [MASK]
 Answer: breathe air (Option B) should be replaced with ""excrete waste"". The correct options should be:

A. take in nutrients.
B. excrete waste.
C. take in oxygen.
D. reproduce."
"['nitrogen', 'oxygen']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: Marshall learned that plants need a substance from the air to make their own food. What does a plant take from the air in the presence of sunlight?
        Options:
        A. carbon dioxide
B. hydrogen
C. [MASK]
D. [MASK]
 Answer: Oxygen, Nitrogen (for the second blank)"
"['Recently, a natural disaster killed all of the fern plants in Antarctica.', 'Recently, birds stopped carrying the seeds of fern plants to Antarctica.']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: Antarctica is a continent at Earth's south pole. Fossils of tropical fern plants were discovered in Antarctica even though these plants do not grow there today. Which conclusion does the fossil evidence best support?
        Options:
        A. Millions of years ago, Antarctica was in a warmer location on Earth.
B. [MASK]
C. [MASK]
D. Millions of years ago, Earth's south pole was much colder than it is today.
 B. Millions of years ago, Earth's south pole was much warmer than it is today.
C. Antarctica was once a tropical continent."
"['The Fission Theory and The Coaccretion Theory', 'The Coaccretion Theory and The Capture Theory']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: Which two theories of Moon formation propose that much or all of the material comprising the Moon came from Earth?
        Options:
        A. [MASK]
B. [MASK]
C. The Fission Theory and the Giant Impact Theory
D. The Capture Theory and the Giant Impact Theory
 A. Dog
B. The Capture Theory
C. The Fission Theory and the Giant Impact Theory
D. The Capture Theory and the Capture Theory (This is incorrect as the Capture Theory is not a theory of Moon formation that proposes material from Earth)"
"['stormy.', 'rainy.']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: When white, fluffy clouds appear in Massachusetts, the weather that day will MOST LIKELY be
        Options:
        A. fair.
B. [MASK]
C. foggy.
D. [MASK]
 Answer: rainy, stormy, snowy, hailstorm (any option different from A, C, and D)"
"['helium, neon, argon, krypton.', 'sodium, potassium, gold, hydrogen.']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: Plants and animals are composed of organic compounds. Which of the following are the common elements found in organic compounds?
        Options:
        A. iron, oxygen, nickel, copper.
B. [MASK]
C. [MASK]
D. carbon, hydrogen, oxygen, nitrogen.
 Answer:
A. lead, zinc, sulfur, barium
B. gold
C. silver
D. carbon, hydrogen, oxygen, nitrogen"
"['change the research notes in the original theory', 'ban the public from discussing the old theory']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: New research uncovers information that proves that the data from an old theory is partially incorrect. What should the scientific community do about the old theory?
        Options:
        A. remove the old theory from historical records
B. [MASK]
C. use the new information to update the old theory
D. [MASK]
 Answer: Ignore the new information and continue to teach the old theory as fact."
"['capable of reproducing by meiosis', 'capable of producing offspring genetically identical to parent']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: Which is the greatest benefit of sexual reproduction?
        Options:
        A. [MASK]
B. ability to reproduce without a mate
C. ability to produce genetically different offspring
D. [MASK]
 Answer: A. ability to reproduce without a mate, D. the ability to fly (these are not benefits of sexual reproduction)"
"['distance between the vibration source and the receiver.', 'type of device making the sound.']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: The speed at which sound waves travel depends on the
        Options:
        A. [MASK]
B. type of material through which the sound travels.
C. size of the object making the sound.
D. [MASK]
 Answer:
A. temperature of the material through which the sound travels.
D. color of the object making the sound."
"['Charles Darwin', 'Sir Isaac Newton']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: Which scientist is credited with discovering the first four moons of Jupiter?
        Options:
        A. Galileo Galilei
B. Albert Einstein
C. [MASK]
D. [MASK]
 Answer: Isaac Newton, Stephen Hawking"
"['molecules', 'gases']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: During science class, a teacher explains that the samples the students are studying are made of two or more minerals. What are the students studying?
        Options:
        A. [MASK]
B. rocks
C. elements
D. [MASK]
 Answer: Apples"
"['summer', 'spring']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: When the Northern Hemisphere is tilted away from the Sun causing the rays of light to hit Earth at large angles, which season occurs?
        Options:
        A. winter
B. [MASK]
C. [MASK]
D. fall
 Answer: summer, spring"
"['The shells once lived on dry land.', 'The climate was once colder.']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: A scientist found fossils of ocean shells on a mountain top. Based on this find, which statement can be made?
        Options:
        A. [MASK]
B. The shells were carried by the wind.
C. The mountain was covered by water.
D. [MASK]
 Answer: A. The scientist made a mistake in his research. (This is different from the other options which suggest explanations for the presence of shells on a mountain top.)"
"['examining the plants for spores', 'noticing if the plants are near rocks']"," Please try to fill in a wrong option into each [MASK]. Provide only those options. The answers should be different from the other options.

        Example:
        Question: Which of the following is a bird?
        Options:
        A. Dove
        B. [MASK]
        C. Fox
        D. Dolphin

        Answer: Dog

        Question: A student sees many plants around a pond. The student can determine which plants are nonvascular by
        Options:
        A. observing if they lack true stems, roots, or leaves
B. [MASK]
C. counting the number of leaves on each stalk
D. [MASK]
 Answer:
B. identifying them as mosses or liverworts
D. measuring the height of the plants with a ruler"
